Date,Month,Year,costType,expenseType,itemVendor,Amount,createdAt,updatedAt,createdBy
5-Apr-24,Apr,2024,Food Cost,Toast Fees,"BUSINESS TO BUSINESS ACH TOAST, INC. 20240331-1 240404 617-682-0225 PRNG RESTO LLC",15.09,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Maintenance,Maintenance,THE HOME DEPOT #8525 IRVINE CA,123.29,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Food Cost,Groceries,SHAHNAWAZ GROCERY LAKEWOOD CA,138.86,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Food Cost,Groceries,PIONEER CASH&CARRY ARTESIA CA,32.77,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Maintenance,Maintenance,THE HOME DEPOT #1840 LAKE FOREST CA,5.03,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Marketing,Photo Frames,STAPLES 00114066 LAKE FOREST CA,34.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Maintenance,Photo Frames,HOBBY-LOBBY #501 LAGUNA NIGUELCA,35.55,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Food Cost,Groceries,RESCO FOOD SERVICE CITY OF INDUSCA,48.16,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,Apr,2024,Food Cost,Groceries,House of Spices,447.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Maintenance,Maintenance,THE HOME DEPOT #8525 IRVINE CA,27.71,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Maintenance,Maintenance,THE HOME DEPOT #8525 IRVINE CA,21.27,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Maintenance,Maintenance,THE HOME DEPOT #8525 IRVINE CA,6.18,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Maintenance,Maintenance,THE HOME DEPOT 8525 IRVINE CA,214.42,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Marketing,FB Marketing,FACEBK *VETCM2UGM2 fb.me/ads CA,15,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Food Cost,Groceries,RALPHS #0299 IRVINE CA,16.99,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Food Cost,Groceries,RALPHS #0299 IRVINE CA,19.36,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,Apr,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,40,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Apr-24,Apr,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Apr-24,Apr,2024,Utilities,Utilities - Internet,COX OR CO COM PHSV 800-234-3993 CA,125.38,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Apr-24,Apr,2024,Insurance,Restaurant-Insurance,MIDVALE INDEMNITY CO 877-515-2196 MA,694.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO GAS #1317 EASTVALE CA,89,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Apr-24,Apr,2024,Marketing,Photo Frames,STAPLES 00114066 LAKE FOREST CA,38.87,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Apr-24,Apr,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,13.78,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-Apr-24,Apr,2024,Marketing,Cricket Sponsor,ZELLE TO TANDEL JAY ON 04/06 REF #RP0S4S8JBB CRICKET SPONSOR FOR MARKETINGG,300,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Apr-24,Apr,2024,Food Cost,Containers,Apsic Inc,814,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,43.52,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Apr-24,Apr,2024,Food Cost,Groceries,NAMASTE PLAZA IRVINE CA,15.3,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Apr-24,Apr,2024,Food Cost,Groceries,PIONEER CASH&CARRY ARTESIA CA,2.45,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Apr-24,Apr,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,12.19,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Apr-24,Apr,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Apr-24,Apr,2024,Food Cost,Chicken Meat,Bay Foods,724.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO GAS #0454 IRVINE CA,84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,188.33,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Apr-24,Apr,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1810.39,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Apr-24,Apr,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH GRLAKE FOREST CA,11.51,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Apr-24,Apr,2024,Maintenance,Coffee,STARBUCKS 11456 IRVINE CA,13.15,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Apr-24,Apr,2024,Utilities,Utilities - Internet,GOOGLE *FIBER v4WD49 g.co/helppay#CA,70,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Apr-24,Apr,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.35,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Apr-24,Apr,2024,Maintenance,Maintenance,Amazon.com*731G66V53 Amzn.com/billWA,10.75,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Apr-24,Apr,2024,Food Cost,Groceries,WHOLEFDS IRV #10614 IRVINE CA,2.66,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Apr-24,Apr,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH GRLAKE FOREST CA,12.14,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Apr-24,Apr,2024,Maintenance,Photo Frames,HOBBY-LOBBY #501 LAGUNA NIGUELCA,53.3,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Apr-24,Apr,2024,Marketing,FB Marketing,FACEBK FFUDW2GHM2 650-5434800 CA,25,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Apr-24,Apr,2024,Marketing,Photo Frames,Staples Inc staples.com MA,35.55,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,Apr,2024,Food Cost,Goat Meat,Pak Halal,1035.87,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,Apr,2024,Food Cost,Goat Meat,Pak Halal,449.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,Apr,2024,LLC Fees,LLC Fees,BUSINESS TO BUSINESS ACH FRANCHISE TAX BO PAYMENTS 240415 106950928 PM PRNG RES,800,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,Apr,2024,Payroll Other taxes,Payroll Taxes,BUSINESS TO BUSINESS ACH PAYCHEX TPS TAXES 041224 07023500003173X PRNG RESTO LLC,699.35,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,Apr,2024,Travel,Chef Travel,United International,549,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO GAS #0454 IRVINE CA,88.51,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,151.13,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Apr-24,Apr,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYX-PIA-WC WC-PREMIUM 0000045359697 PRNG RESTO LLC,92.43,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Apr-24,Apr,2024,Utilities,Utilities-Gas,SO CAL GAS PAID SCGC 240415 0167364704 301601474253050574,47.86,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Apr-24,Apr,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYCHEX EIB INVOICE 240416 X07027900000655 PRNG RESTO LLC,31.84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Apr-24,Apr,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Apr-24,Apr,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1259.08,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Apr-24,Apr,2024,Marketing,UCI Marketing,Rithwik UCI,50,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Apr-24,Apr,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 240417 37039-028577173 BIRYANI POT EXPRESS -,279.65,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Apr-24,Apr,2024,Food Cost,Groceries,L.A.PRODUCE 310-748-2043 CA,331.69,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Apr-24,Apr,2024,Equipment,3 Door Freeze,KATOM RESTA 800-541-8683 TN,162.28,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Apr-24,Apr,2024,Food Cost,Chicken Meat,Bay Foods,724.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Apr-24,Apr,2024,Food Cost,Chicken Meat,Bay Foods,422.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Apr-24,Apr,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,1.05,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Apr-24,Apr,2024,Food Cost,Groceries,PIONEER CASH&CARRY ARTESIA CA,6.18,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Apr-24,Apr,2024,Automobile,Van Gas,76 - POTENTIA FUEL INC ARTESIA CA,50.58,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,42.54,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO GAS #0454 IRVINE CA,96.17,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Apr-24,Apr,2024,Food Cost,Containers,Apsic Inc,624,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Apr-24,Apr,2024,Food Cost,Goat Meat,Pak Halal,1987.36,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Apr-24,Apr,2024,Marketing,Insta Marketing,Simran Chopra,400,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Apr-24,Apr,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Apr-24,Apr,2024,Utilities,Utilities-Gas,SO CAL GAS PAID SCGC 240422 1726646520 301601474253403151,1117.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Apr-24,Apr,2024,Insurance,Van Insurance,MERCURY INS PAYMENT 000000 1000538185-5482 PRNG RESTO LLC,184.17,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Apr-24,Apr,2024,Food Cost,Goat Meat,Aladdin Halal,400,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Apr-24,Apr,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1652.28,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Apr-24,Apr,2024,Automobile,Van Payment,WELLS FARGO AUTO DRAFT 240424 518452242600 RINDA K SAMA,748.38,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Apr-24,Apr,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 240424 37061-028597997 BIRYANI POT EXPRESS -,513.32,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Apr-24,Apr,2024,Utilities,Utilities - Electricity,SO CAL EDISON CO DIRECTPAY 700846657874 PRNG RESTO LLC,64.8,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Apr-24,Apr,2024,Marketing,FB Marketing,FACEBK* WJJCZ4LHM2 650-5434800 CA,5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,135.75,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Apr-24,Apr,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,4.99,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Apr-24,Apr,2024,Food Cost,Chicken Meat,Bay Foods,409.6,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Apr-24,Apr,2024,Bank Fees,Bank Fees,FINANCE CHARGE,106.6,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Apr-24,Apr,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Apr-24,Apr,2024,Utilities,Utilities - Electricity,BUSINESS TO BUSINESS ACH SO CAL EDISON CO DIRECTPAY 700739558861 GAGAN MEKALA,1484.2,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Apr-24,Apr,2024,Food Cost,Toast Fees,"BUSINESS TO BUSINESS ACH Toast, Inc Toast, Inc ST-X8N1K6W6T8S3 TOAST INC",216,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Apr-24,Apr,2024,Maintenance,TV Entertainment,SLING.COM 888-363-1777 CO,10,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Apr-24,Apr,2024,Utilities,Security,ADT SECURITY*404866280 WWW.ADT.COM FL,56.55,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Apr-24,Apr,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1619.34,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Apr-24,Apr,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,140.65,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 240501 37083-028618806 BIRYANI POT EXPRESS -,128.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYX-PIA-WC WC-PREMIUM 0000045455376 PRNG RESTO LLC,92.43,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYCHEX EIB INVOICE 240501 X07225600039534 PRNG RESTO LLC,36.48,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Payroll Other taxes,Payroll Taxes,BUSINESS TO BUSINESS ACH PAYCHEX TPS TAXES 042924 07219500010907X PRNG RESTO LLC,691.15,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Insurance,Apartment Insurance,LEMONADE I* LEMONADE I LEMONADE.COM NY,9.59,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Marketing,Google Marketing,Google ADS9682337307 650-2530000 CA,28.38,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Marketing,Google Marketing,Google ADS9682337307 650-2530000 CA,28.38,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Insurance,Apartment Insurance,LEMONADE I* LEMONADE I LEMONADE.COM NY,9.59,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,May,2024,Sales Tax & CPA,Sales Tax,BUSINESS TO BUSINESS ACH CA DEPT TAX FEE CDTFA EPMT 240730 17869116 PRNG RESTO LLC,4168.33,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-May-24,May,2024,Food Cost,Chicken Meat,Bay Foods,348,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-May-24,May,2024,Food Cost,Goat Meat,Aladdin Halal,880,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-May-24,May,2024,Food Cost,Goat Meat,Aladdin Halal,480,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-May-24,May,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,195.57,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-May-24,May,2024,Automobile,Van Gas,ARCO #42573 FOUNTAIN VALLCA,93.52,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-May-24,May,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH GRLAKE FOREST CA,72.21,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-May-24,May,2024,Rent,Apartment Rent,Trailside at Los WEB PMTS 050224 5R15GC PRNG Resto LLC,3846.08,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-May-24,May,2024,Rent,Restaurant-Rent,Irvine Company L WEB PMTS 050224 Q2ZLJ PRNG Resto LLC,8564.49,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-May-24,May,2024,Maintenance,Maintenance,THE HOME DEPOT #6628 LAGUNA HILLS CA,25.77,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-May-24,May,2024,Food Cost,Groceries,House of Spices,311,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-May-24,May,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH GRLAKE FOREST CA,24.16,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-May-24,May,2024,Maintenance,Maintenance,AMZN Mktp US*UQ05217W3 Amzn.com/billWA,12.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-May-24,May,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,7.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-May-24,May,2024,Food Cost,Groceries,Gourmetwala,587.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-May-24,May,2024,Food Cost,Chicken Meat,Bay Foods,309.2,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-May-24,May,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,108.88,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-May-24,May,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1110.75,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-May-24,May,2024,Automobile,Van Gas,ARCO #42573 FOUNTAIN VALLCA,85.45,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-May-24,May,2024,Insurance,Restaurant-Insurance,MIDVALE INDEMNITY CO 877-515-2196 MA,694.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-May-24,May,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 240508 37107-028639865 BIRYANI POT EXPRESS -,296.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-May-24,May,2024,Food Cost,Chicken Meat,Bay Foods,979.2,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-May-24,May,2024,Food Cost,Groceries,ZELLE TO NCG TRADING ON 05/07 REF #RP0S7GSSSW RICE,2380,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-May-24,May,2024,Utilities,Utilities - Internet,COX OR CO COM PHSV 800-234-3993 CA,222.22,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-May-24,May,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,100.88,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-May-24,May,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH GRLAKE FOREST CA,27.48,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-May-24,May,2024,Marketing,Photo Frames,STAPLES 00114066 LAKE FOREST CA,42.02,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-May-24,May,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,100,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-May-24,May,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,13.24,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-May-24,May,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,1961.95,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-May-24,May,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,12.37,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-May-24,May,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,14.14,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-May-24,May,2024,Food Cost,Goat Meat,Aladdin Halal,1600,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-May-24,May,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,152.84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-May-24,May,2024,Food Cost,Groceries,COSTCO GAS #0454 IRVINE CA,84.13,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-May-24,May,2024,Utilities,Utilities - Internet,GOOGLE *FIBER z9C3R4 g.co/helppay#CA,70,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-May-24,May,2024,Food Cost,Containers,Apsic Inc,954,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-May-24,May,2024,Misc,Misc,HARLAND CLARKE CHECK/ACC. 051324 00726087575482 PRNG RESTO LLC,164.49,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-May-24,May,2024,Marketing,Rewards Network,BUSINESS TO BUSINESS ACH Rewards Network SETTLEMENT 240515 37129-028660757 BIRYANI POT EXPRESS -,403.95,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-May-24,May,2024,Food Cost,Groceries,LA PRODUCE TORRANCE CA,314.05,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-May-24,May,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,14.14,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-May-24,May,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYX-PIA-WC WC-PREMIUM 0000045550642 PRNG RESTO LLC,92.43,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-May-24,May,2024,Payroll Other taxes,Payroll Fees,BUSINESS TO BUSINESS ACH PAYCHEX EIB INVOICE 240516 X07397100004939 PRNG RESTO LLC,36.48,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-May-24,May,2024,Payroll Other taxes,Payroll Taxes,BUSINESS TO BUSINESS ACH PAYCHEX TPS TAXES 051324 07391200019319X PRNG RESTO LLC,606.67,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-May-24,May,2024,Food Cost,Chicken Meat,BAY FOOD DISTRIBUTION 909-9790446 CA,572.6,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-May-24,May,2024,Automobile,Van Cleaning,TUTTLE CLICK CHRYSLER JEE949-4727400 CA,175,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-May-24,May,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,39.25,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-May-24,May,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,12.37,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-May-24,May,2024,Automobile,Van Gas,7-ELEVEN 33252 IRVINE CA,12.37,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-May-24,May,2024,Food Cost,Groceries,COSTCO WHSE #0454 IRVINE CA,142.84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-May-24,May,2024,Maintenance,Maintenance,THE HOME DEPOT 8525 IRVINE CA,96.95,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-May-24,May,2024,Food Cost,Groceries,WAL-MART #2218 FOOTHILL RANCCA,27.71,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-May-24,May,2024,Marketing,Photo Frames,STAPLES 00114066 LAKE FOREST CA,32.31,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-May-24,May,2024,Automobile,Van Toll,THE TOLL ROADS OF OC 949-727-4800 CA,14.14,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-May-24,May,2024,Food Cost,Groceries,RESTAURANT DEPOT HUNTINGTON BECA,2325.85,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-May-24,May,2024,Food Cost,Goat Meat,Aladdin Halal,480,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-May-24,May,2024,Food Cost,Chicken Meat,Bay Foods,364,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-May-24,May,2024,Food Cost,Goat Meat,Aladdin Halal,1112.13,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-May-24,May,2024,Automobile,Van Cleaning,ORANGE HAND CAR WASH ORANGE CA,62.21,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-May-24,May,2024,Food Cost,Groceries,NINAS INDIAN & BRITISH GRLAKE FOREST CA,33.98,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-May-24,May,2024,Food Cost,Groceries,SJ,151.15,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-May-24,May,2024,Food Cost,Groceries,United Inc,840.89,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-May-24,May,2024,Utilities,Utilities-Gas,SO CAL GAS PAID SCGC 240521 1726646520 301601474254362725,974.22,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
